"dota"
{
        "addon_game_name" "Survival Defense"
        "DOTA_Tooltip_ability_ability_building_blink_Description" "Moves the selected building to the target location."
        "DOTA_Tooltip_ability_ability_open_hero_altar" "Open Hero Altar"
        "DOTA_Tooltip_ability_ability_open_hero_altar_Description" "Opens hero selection. Each player can summon only one combat hero."
        "DOTA_Tooltip_ability_ability_survival_agility_training" "Agility Training"
        "DOTA_Tooltip_ability_ability_survival_agility_training_Description" "Increases Agility with each level."
        "DOTA_Tooltip_ability_ability_survival_armor_training" "Armor Training"
        "DOTA_Tooltip_ability_ability_survival_armor_training_Description" "Increases armor with each level."
        "DOTA_Tooltip_ability_ability_survival_attack_range_training" "Range Training"
        "DOTA_Tooltip_ability_ability_survival_attack_range_training_Description" "Increases attack range with each level."
        "DOTA_Tooltip_ability_ability_survival_attack_speed_training" "Attack Speed Training"
        "DOTA_Tooltip_ability_ability_survival_attack_speed_training_Description" "Increases attack speed with each level."
        "DOTA_Tooltip_ability_ability_survival_blademaster_exclusive" "Blademaster Exclusive: Peerless Blade Will"
        "DOTA_Tooltip_ability_ability_survival_blademaster_exclusive_Description" "Increases attack damage each level."
        "DOTA_Tooltip_ability_ability_survival_health_regen_training" "Health Regeneration"
        "DOTA_Tooltip_ability_ability_survival_health_regen_training_Description" "Increases health regeneration with each level."
        "DOTA_Tooltip_ability_ability_survival_intellect_training" "Intelligence Training"
        "DOTA_Tooltip_ability_ability_survival_intellect_training_Description" "Increases Intelligence with each level."
        "DOTA_Tooltip_ability_ability_survival_mana_regen_training" "Mana Regeneration"
        "DOTA_Tooltip_ability_ability_survival_mana_regen_training_Description" "Increases mana regeneration with each level."
        "DOTA_Tooltip_ability_ability_survival_monkey_king_exclusive" "Monkey King Exclusive: Ruyi"
        "DOTA_Tooltip_ability_ability_survival_monkey_king_exclusive_Description" "Increases attack range each level."
        "DOTA_Tooltip_ability_ability_survival_move_speed_training" "Movement Training"
        "DOTA_Tooltip_ability_ability_survival_move_speed_training_Description" "Increases movement speed with each level."
        "DOTA_Tooltip_ability_ability_survival_power_training" "Power Training"
        "DOTA_Tooltip_ability_ability_survival_power_training_Description" "Increases normal attack damage with each level."
        "DOTA_Tooltip_ability_ability_survival_vitality_training" "Vitality Training"
        "DOTA_Tooltip_ability_ability_survival_vitality_training_Description" "Increases maximum health with each level."
        "DOTA_Tooltip_ability_ability_tower_class_1_Description" "Advance into the [N] Death Tower route."
        "DOTA_Tooltip_ability_ability_tower_class_2_Description" "Advance into the [N] Mystery Tower route."
        "DOTA_Tooltip_ability_ability_tower_class_3_Description" "Advance into the [N] Lightning Tower route."
        "DOTA_Tooltip_ability_ability_tower_class_4_Description" "Advance into the [N] Machine Gun Tower route."
        "DOTA_Tooltip_ability_ability_tower_class_5_Description" "Advance into the [N] Multi-Attack Tower route."
        "DOTA_Tooltip_ability_ability_tower_class_6" "[N] Frost Tower"
        "DOTA_Tooltip_ability_ability_tower_class_6_Description" "Advance into the [N] Frost Tower route."
        "DOTA_Tooltip_ability_ability_tower_class_7" "Magic Tower"
        "DOTA_Tooltip_ability_ability_tower_class_7_Description" "Advance into the Magic Tower route and ultimately become the Arcane Supreme, using magical damage against high-armor enemies."
        "DOTA_Tooltip_ability_ability_train_lumberjack_Description" "Trains a Lumberjack that automatically attacks resource trees."
        "DOTA_Tooltip_ability_ability_upgrade_city_Description" "Spends wood and gold to increase Main City level, health, armor, and population capacity."
        "DOTA_Tooltip_ability_ability_upgrade_gold_mine" "Upgrade Gold Mine"
        "DOTA_Tooltip_ability_ability_upgrade_gold_mine_Description" "Upgrade the gold mine itself to increase its base gold production."
        "DOTA_Tooltip_ability_ability_upgrade_gold_mine_efficiency" "Improve Mining Efficiency"
        "DOTA_Tooltip_ability_ability_upgrade_gold_mine_efficiency_Description" "50 levels. Each level increases all gold mine income by 5%; the bonus is at least 1 gold. Level 1 costs 20,000 wood and each following level costs 20,000 more wood."
        "DOTA_Tooltip_ability_ability_upgrade_gold_mine_crit" "Improve Mining Critical Chance"
        "DOTA_Tooltip_ability_ability_upgrade_gold_mine_crit_Description" "10 levels. Each level grants 3% mining critical chance. Level 1 costs 2,000 gold and each following level costs 10,000 more gold. A mining critical grants 3 times the normal gold income."
        "DOTA_Tooltip_ability_ability_upgrade_tower_Description" "Upgrades the defense tower along its current route. Costs, target level, and attribute gains are calculated by the server."
        "DOTA_Tooltip_ability_ability_upgrade_tower_lv01" "Upgrade Tower Lv01"
        "DOTA_Tooltip_ability_ability_upgrade_tower_lv01_Description" "Upgrades the defense tower to the next level on its current route. Costs and attribute gains are calculated by the server."
        "DOTA_Tooltip_ability_ability_upgrade_tower_max" "Upgrade Tower Max"
        "DOTA_Tooltip_ability_ability_upgrade_tower_max_Description" "Upgrades the defense tower to the highest level allowed in its current stage. The server calculates the total cost."
        "DOTA_Tooltip_ability_ability_upgrade_wall_Description" "Spends resources to increase Wall level, health, and armor."
        "DOTA_Tooltip_ability_airspace_overlord_lv01" "Airspace Overlord Lv01"
        "DOTA_Tooltip_ability_airspace_overlord_lv01_Description" "Units in a 500-radius area take 20% more damage, and airborne enemies lose 20% attack speed."
        "DOTA_Tooltip_ability_anti_air_missile_lv01" "Anti Air Missile Lv01"
        "DOTA_Tooltip_ability_anti_air_missile_lv01_Description" "Fires 4 missiles at the same airborne target and deals 90% bonus damage to air units."
        "DOTA_Tooltip_ability_anti_air_missile_lv02" "Anti Air Missile Lv02"
        "DOTA_Tooltip_ability_anti_air_missile_lv02_Description" "Fires 5 missiles at the same airborne target and deals 90% bonus damage to air units."
        "DOTA_Tooltip_ability_anti_air_missile_lv03" "Anti Air Missile Lv03"
        "DOTA_Tooltip_ability_anti_air_missile_lv03_Description" "Fires 6 missiles at the same airborne target and deals 90% bonus damage to air units."
        "DOTA_Tooltip_ability_anti_air_missile_lv04" "Anti Air Missile Lv04"
        "DOTA_Tooltip_ability_anti_air_missile_lv04_Description" "Fires 7 missiles at the same airborne target and deals 90% bonus damage to air units."
        "DOTA_Tooltip_ability_anti_air_missile_lv05" "Anti Air Missile Lv05"
        "DOTA_Tooltip_ability_anti_air_missile_lv05_Description" "Fires 7 missiles at the same airborne target and deals 90% bonus damage to air units."
        "DOTA_Tooltip_ability_arcane_cannon_lv01" "Arcane Cannon Lv01"
        "DOTA_Tooltip_ability_arcane_cannon_lv01_Description" "After a kill, gains 10% damage for 5 seconds, stacking up to 4 times."
        "DOTA_Tooltip_ability_arcane_cannon_lv02" "Arcane Cannon Lv02"
        "DOTA_Tooltip_ability_arcane_cannon_lv02_Description" "After a kill, gains 10% damage for 5 seconds, stacking up to 5 times."
        "DOTA_Tooltip_ability_arcane_cannon_lv03" "Arcane Cannon Lv03"
        "DOTA_Tooltip_ability_arcane_cannon_lv03_Description" "After a kill, gains 10% damage for 5 seconds, stacking up to 6 times."
        "DOTA_Tooltip_ability_arcane_cannon_lv04" "Arcane Cannon Lv04"
        "DOTA_Tooltip_ability_arcane_cannon_lv04_Description" "After a kill, gains 10% damage for 5 seconds, stacking up to 7 times."
        "DOTA_Tooltip_ability_arcane_cannon_lv05" "Arcane Cannon Lv05"
        "DOTA_Tooltip_ability_arcane_cannon_lv05_Description" "After a kill, gains 10% damage for 5 seconds, stacking up to 7 times."
        "DOTA_Tooltip_ability_arcane_eye_lv01" "Arcane Eye Lv01"
        "DOTA_Tooltip_ability_arcane_eye_lv01_Description" "Units between the target and the Arcane Eye take 30% of the target's damage."
        "DOTA_Tooltip_ability_bone_cannon_lv01" "Bone Cannon Lv01"
        "DOTA_Tooltip_ability_bone_cannon_lv01_Description" "After every 9 attacks, the next attack is guaranteed to critically strike for 10x damage."
        "DOTA_Tooltip_ability_bone_cannon_lv02" "Bone Cannon Lv02"
        "DOTA_Tooltip_ability_bone_cannon_lv02_Description" "After every 8 attacks, the next attack is guaranteed to critically strike for 10x damage."
        "DOTA_Tooltip_ability_bone_cannon_lv03" "Bone Cannon Lv03"
        "DOTA_Tooltip_ability_bone_cannon_lv03_Description" "After every 7 attacks, the next attack is guaranteed to critically strike for 10x damage."
        "DOTA_Tooltip_ability_bone_cannon_lv04" "Bone Cannon Lv04"
        "DOTA_Tooltip_ability_bone_cannon_lv04_Description" "After every 6 attacks, the next attack is guaranteed to critically strike for 10x damage."
        "DOTA_Tooltip_ability_bone_cannon_lv05" "Bone Cannon Lv05"
        "DOTA_Tooltip_ability_bone_cannon_lv05_Description" "After every 6 attacks, the next attack is guaranteed to critically strike for 10x damage."
        "DOTA_Tooltip_ability_bounty_machine_gun_lv01" "Bounty Machine Gun Lv01"
        "DOTA_Tooltip_ability_bounty_machine_gun_lv01_Description" "Each attack grants 5 additional gold."
        "DOTA_Tooltip_ability_bounty_machine_gun_lv02" "Bounty Machine Gun Lv02"
        "DOTA_Tooltip_ability_bounty_machine_gun_lv02_Description" "Each attack grants 7 additional gold."
        "DOTA_Tooltip_ability_bounty_machine_gun_lv03" "Bounty Machine Gun Lv03"
        "DOTA_Tooltip_ability_bounty_machine_gun_lv03_Description" "Each attack grants 9 additional gold."
        "DOTA_Tooltip_ability_bounty_machine_gun_lv04" "Bounty Machine Gun Lv04"
        "DOTA_Tooltip_ability_bounty_machine_gun_lv04_Description" "Each attack grants 11 additional gold."
        "DOTA_Tooltip_ability_bounty_machine_gun_lv05" "Bounty Machine Gun Lv05"
        "DOTA_Tooltip_ability_bounty_machine_gun_lv05_Description" "Each attack grants 11 additional gold."
        "DOTA_Tooltip_ability_burning_great_arrow_lv01" "Burning Great Arrow Lv01"
        "DOTA_Tooltip_ability_burning_great_arrow_lv01_Description" "The great arrow deals 100% damage to enemies along its path."
        "DOTA_Tooltip_ability_critical_strike_lv01" "Critical Strike Lv01"
        "DOTA_Tooltip_ability_critical_strike_lv01_Description" "13% chance to deal 5x normal attack damage."
        "DOTA_Tooltip_ability_critical_strike_lv02" "Critical Strike Lv02"
        "DOTA_Tooltip_ability_critical_strike_lv02_Description" "16% chance to deal 5x normal attack damage."
        "DOTA_Tooltip_ability_critical_strike_lv03" "Critical Strike Lv03"
        "DOTA_Tooltip_ability_critical_strike_lv03_Description" "19% chance to deal 5x normal attack damage."
        "DOTA_Tooltip_ability_critical_strike_lv04" "Critical Strike Lv04"
        "DOTA_Tooltip_ability_critical_strike_lv04_Description" "22% chance to deal 5x normal attack damage."
        "DOTA_Tooltip_ability_critical_strike_lv05" "Critical Strike Lv05"
        "DOTA_Tooltip_ability_critical_strike_lv05_Description" "22% chance to deal 5x normal attack damage."
        "DOTA_Tooltip_ability_death_grenade_lv01" "Death Grenade Lv01"
        "DOTA_Tooltip_ability_death_grenade_lv01_Description" "Each critical strike deals 200% of that critical damage in a 300-radius area."
        "DOTA_Tooltip_ability_drag_net_lv01" "Drag Net Lv01"
        "DOTA_Tooltip_ability_drag_net_lv01_Description" "Attacks have a 10% chance to fire a drag net that pulls an airborne target to the ground."
        "DOTA_Tooltip_ability_drag_net_lv02" "Drag Net Lv02"
        "DOTA_Tooltip_ability_drag_net_lv02_Description" "Attacks have a 12% chance to fire a drag net that pulls an airborne target to the ground."
        "DOTA_Tooltip_ability_drag_net_lv03" "Drag Net Lv03"
        "DOTA_Tooltip_ability_drag_net_lv03_Description" "Attacks have a 14% chance to fire a drag net that pulls an airborne target to the ground."
        "DOTA_Tooltip_ability_drag_net_lv04" "Drag Net Lv04"
        "DOTA_Tooltip_ability_drag_net_lv04_Description" "Attacks have a 16% chance to fire a drag net that pulls an airborne target to the ground."
        "DOTA_Tooltip_ability_drag_net_lv05" "Drag Net Lv05"
        "DOTA_Tooltip_ability_drag_net_lv05_Description" "Attacks have a 16% chance to fire a drag net that pulls an airborne target to the ground."
        "DOTA_Tooltip_ability_explosive_gatling_lv01" "Explosive Gatling Lv01"
        "DOTA_Tooltip_ability_explosive_gatling_lv01_Description" "After attacking the same target 5 times or getting a kill, gains 20% attack speed for 3 seconds. Does not stack, but can be refreshed."
        "DOTA_Tooltip_ability_frost_attack_lv01" "Frost Attack Lv01"
        "DOTA_Tooltip_ability_frost_attack_lv01_Description" "Attacks deal area damage in a 100 radius and slow by 25%."
        "DOTA_Tooltip_ability_frost_attack_lv02" "Frost Attack Lv02"
        "DOTA_Tooltip_ability_frost_attack_lv02_Description" "Attacks deal area damage in a 150 radius and slow by 25%."
        "DOTA_Tooltip_ability_frost_attack_lv03" "Frost Attack Lv03"
        "DOTA_Tooltip_ability_frost_attack_lv03_Description" "Attacks deal area damage in a 200 radius and slow by 25%."
        "DOTA_Tooltip_ability_frost_attack_lv04" "Frost Attack Lv04"
        "DOTA_Tooltip_ability_frost_attack_lv04_Description" "Attacks deal area damage in a 250 radius and slow by 25%."
        "DOTA_Tooltip_ability_frost_attack_lv05" "Frost Attack Lv05"
        "DOTA_Tooltip_ability_frost_attack_lv05_Description" "Attacks deal area damage in a 250 radius and slow by 25%."
        "DOTA_Tooltip_ability_ice_blizzard_lv01" "Ice Blizzard Lv01"
        "DOTA_Tooltip_ability_ice_blizzard_lv01_Description" "Attacks have a 10% chance to trigger a blizzard that deals 100% attack damage each second and slows enemies."
        "DOTA_Tooltip_ability_ice_blizzard_lv02" "Ice Blizzard Lv02"
        "DOTA_Tooltip_ability_ice_blizzard_lv02_Description" "Attacks have a 12% chance to trigger a blizzard that deals 100% attack damage each second and slows enemies."
        "DOTA_Tooltip_ability_ice_blizzard_lv03" "Ice Blizzard Lv03"
        "DOTA_Tooltip_ability_ice_blizzard_lv03_Description" "Attacks have a 14% chance to trigger a blizzard that deals 100% attack damage each second and slows enemies."
        "DOTA_Tooltip_ability_ice_blizzard_lv04" "Ice Blizzard Lv04"
        "DOTA_Tooltip_ability_ice_blizzard_lv04_Description" "Attacks have a 16% chance to trigger a blizzard that deals 100% attack damage each second and slows enemies."
        "DOTA_Tooltip_ability_ice_blizzard_lv05" "Ice Blizzard Lv05"
        "DOTA_Tooltip_ability_ice_blizzard_lv05_Description" "Attacks have a 16% chance to trigger a blizzard that deals 100% attack damage each second and slows enemies."
        "DOTA_Tooltip_ability_laser_lv01" "Laser Lv01"
        "DOTA_Tooltip_ability_laser_lv01_Description" "Continuously deals 120% attack damage. Damage to the same target rises by 5% each second, up to 500%."
        "DOTA_Tooltip_ability_laser_lv02" "Laser Lv02"
        "DOTA_Tooltip_ability_laser_lv02_Description" "Continuously deals 140% attack damage. Damage to the same target rises by 5% each second, up to 500%."
        "DOTA_Tooltip_ability_laser_lv03" "Laser Lv03"
        "DOTA_Tooltip_ability_laser_lv03_Description" "Continuously deals 160% attack damage. Damage to the same target rises by 5% each second, up to 500%."
        "DOTA_Tooltip_ability_laser_lv04" "Laser Lv04"
        "DOTA_Tooltip_ability_laser_lv04_Description" "Continuously deals 180% attack damage. Damage to the same target rises by 5% each second, up to 500%."
        "DOTA_Tooltip_ability_laser_lv05" "Laser Lv05"
        "DOTA_Tooltip_ability_laser_lv05_Description" "Continuously deals 180% attack damage. Damage to the same target rises by 5% each second, up to 500%."
        "DOTA_Tooltip_ability_lightning_diffusion_lv01" "Lightning Diffusion Lv01"
        "DOTA_Tooltip_ability_lightning_diffusion_lv01_Description" "Lightning has a 30% chance to spread, dealing 200% of its damage in a 200-radius area."
        "DOTA_Tooltip_ability_lightning_storm_lv01" "Lightning Storm Lv01"
        "DOTA_Tooltip_ability_lightning_storm_lv01_Description" "Kills create a lightning storm area that strikes once per second."
        "DOTA_Tooltip_ability_lightning_storm_lv02" "Lightning Storm Lv02"
        "DOTA_Tooltip_ability_lightning_storm_lv02_Description" "Kills create a lightning storm area that strikes once per second."
        "DOTA_Tooltip_ability_lightning_storm_lv03" "Lightning Storm Lv03"
        "DOTA_Tooltip_ability_lightning_storm_lv03_Description" "Kills create a lightning storm area that strikes once per second."
        "DOTA_Tooltip_ability_lightning_storm_lv04" "Lightning Storm Lv04"
        "DOTA_Tooltip_ability_lightning_storm_lv04_Description" "Kills create a lightning storm area that strikes once per second."
        "DOTA_Tooltip_ability_lightning_storm_lv05" "Lightning Storm Lv05"
        "DOTA_Tooltip_ability_lightning_storm_lv05_Description" "Kills create a lightning storm area that strikes once per second."
        "DOTA_Tooltip_ability_lightning_strike_lv01" "Lightning Strike Lv01"
        "DOTA_Tooltip_ability_lightning_strike_lv01_Description" "Bounces to 4 enemies for 100% attack damage, losing 10% damage per bounce."
        "DOTA_Tooltip_ability_lightning_strike_lv02" "Lightning Strike Lv02"
        "DOTA_Tooltip_ability_lightning_strike_lv02_Description" "Bounces to 5 enemies for 100% attack damage, losing 10% damage per bounce."
        "DOTA_Tooltip_ability_lightning_strike_lv03" "Lightning Strike Lv03"
        "DOTA_Tooltip_ability_lightning_strike_lv03_Description" "Bounces to 6 enemies for 100% attack damage, losing 10% damage per bounce."
        "DOTA_Tooltip_ability_lightning_strike_lv04" "Lightning Strike Lv04"
        "DOTA_Tooltip_ability_lightning_strike_lv04_Description" "Bounces to 7 enemies for 100% attack damage, losing 10% damage per bounce."
        "DOTA_Tooltip_ability_lightning_strike_lv05" "Lightning Strike Lv05"
        "DOTA_Tooltip_ability_lightning_strike_lv05_Description" "Bounces to 7 enemies for 100% attack damage, losing 10% damage per bounce."
        "DOTA_Tooltip_ability_machine_gun_lv01" "Machine Gun Lv01"
        "DOTA_Tooltip_ability_machine_gun_lv01_Description" "Increases attack speed by 40%."
        "DOTA_Tooltip_ability_machine_gun_lv02" "Machine Gun Lv02"
        "DOTA_Tooltip_ability_machine_gun_lv02_Description" "Increases attack speed by 60%."
        "DOTA_Tooltip_ability_machine_gun_lv03" "Machine Gun Lv03"
        "DOTA_Tooltip_ability_machine_gun_lv03_Description" "Increases attack speed by 80%."
        "DOTA_Tooltip_ability_machine_gun_lv04" "Machine Gun Lv04"
        "DOTA_Tooltip_ability_machine_gun_lv04_Description" "Increases attack speed by 100%."
        "DOTA_Tooltip_ability_machine_gun_lv05" "Machine Gun Lv05"
        "DOTA_Tooltip_ability_machine_gun_lv05_Description" "Increases attack speed by 100%."
        "DOTA_Tooltip_ability_multi_attack_lv01" "Multi Attack Lv01"
        "DOTA_Tooltip_ability_multi_attack_lv01_Description" "Fires 4 shots at ground targets, dealing 30% bonus ground damage and 50% less air damage."
        "DOTA_Tooltip_ability_multi_attack_lv02" "Multi Attack Lv02"
        "DOTA_Tooltip_ability_multi_attack_lv02_Description" "Fires 5 shots at ground targets, dealing 30% bonus ground damage and 50% less air damage."
        "DOTA_Tooltip_ability_multi_attack_lv03" "Multi Attack Lv03"
        "DOTA_Tooltip_ability_multi_attack_lv03_Description" "Fires 6 shots at ground targets, dealing 30% bonus ground damage and 50% less air damage."
        "DOTA_Tooltip_ability_multi_attack_lv04" "Multi Attack Lv04"
        "DOTA_Tooltip_ability_multi_attack_lv04_Description" "Fires 7 shots at ground targets, dealing 30% bonus ground damage and 50% less air damage."
        "DOTA_Tooltip_ability_multi_attack_lv05" "Multi Attack Lv05"
        "DOTA_Tooltip_ability_multi_attack_lv05_Description" "Fires 7 shots at ground targets, dealing 30% bonus ground damage and 50% less air damage."
        "DOTA_Tooltip_ability_piercing_ballista_lv01" "Piercing Ballista Lv01"
        "DOTA_Tooltip_ability_piercing_ballista_lv01_Description" "Attacks ignore 15% of the enemy's armor."
        "DOTA_Tooltip_ability_piercing_ballista_lv02" "Piercing Ballista Lv02"
        "DOTA_Tooltip_ability_piercing_ballista_lv02_Description" "Attacks ignore 20% of the enemy's armor."
        "DOTA_Tooltip_ability_piercing_ballista_lv03" "Piercing Ballista Lv03"
        "DOTA_Tooltip_ability_piercing_ballista_lv03_Description" "Attacks ignore 25% of the enemy's armor."
        "DOTA_Tooltip_ability_piercing_ballista_lv04" "Piercing Ballista Lv04"
        "DOTA_Tooltip_ability_piercing_ballista_lv04_Description" "Attacks ignore 30% of the enemy's armor."
        "DOTA_Tooltip_ability_piercing_ballista_lv05" "Piercing Ballista Lv05"
        "DOTA_Tooltip_ability_piercing_ballista_lv05_Description" "Attacks ignore 30% of the enemy's armor."
        "DOTA_Tooltip_ability_polar_obelisk_lv01" "Polar Obelisk Lv01"
        "DOTA_Tooltip_ability_polar_obelisk_lv01_Description" "Reduces enemy attack speed by 20% in a 400-radius area."
        "DOTA_Tooltip_ability_ability_summon_drow_ranger" "Summon Drow Ranger"
        "DOTA_Tooltip_ability_ability_summon_drow_ranger_Description" "Summon Drow Ranger. Her exclusive Q is visible and activates after the first ascension."
        "DOTA_Tooltip_ability_ability_survival_doom_infernal" "Infernal"
        "DOTA_Tooltip_ability_ability_survival_doom_infernal_Description" "Activates after the first ascension. Main attacks have a 10% chance to summon an infernal inheriting attack, attack speed, health, and armor for 10 seconds."
        "DOTA_Tooltip_ability_ability_survival_shadow_fiend_raze" "Shadowraze"
        "DOTA_Tooltip_ability_ability_survival_shadow_fiend_raze_Description" "Activates after the first ascension. Main attacks have a 10% chance to deal stacking area pure damage."
        "DOTA_Tooltip_ability_ability_survival_axe_counter_helix" "Counter Helix"
        "DOTA_Tooltip_ability_ability_survival_axe_counter_helix_Description" "Activates after the first ascension. Main attacks have a 10% chance to deal all attributes x30 pure damage in 400 radius."
        "DOTA_Tooltip_ability_ability_survival_drow_companion" "Mini Drow"
        "DOTA_Tooltip_ability_ability_survival_drow_companion_Description" "Activates after the first ascension. Main attacks have a 10% chance to summon an invulnerable companion inheriting 150% attack and 100% attack speed for 10 seconds; it attacks up to five targets."
        "DOTA_Tooltip_ability_ability_enter_endless_training" "Enter the Endless Cycle Temple"
        "DOTA_Tooltip_ability_ability_enter_endless_training_Description" "Spend 50,000 gold to teleport. While inside, another 50,000 gold is consumed each second, and attacks against the training building grant 15 times the normal attack-damage and attribute growth."
        "DOTA_Tooltip_ability_ability_enter_shadow_realm" "Enter the Shadow Realm Antechamber"
        "DOTA_Tooltip_ability_ability_enter_shadow_realm_Description" "Spend 50,000 gold to teleport to the Shadow Realm Antechamber. The current version provides teleportation only."
        "DOTA_Tooltip_ability_ability_gold_mine_auto_upgrade" "Auto Upgrade"
        "DOTA_Tooltip_ability_ability_gold_mine_auto_upgrade_Description" "Automatically upgrades the gold mine itself, mining efficiency, and mining critical chance in sequence."
        "DOTA_Tooltip_ability_ability_gold_mine_stop_auto_upgrade" "Stop Auto Upgrade"
        "DOTA_Tooltip_ability_ability_gold_mine_stop_auto_upgrade_Description" "Stops automatic upgrades and restores every gold mine upgrade ability that has not reached maximum level."
        "DOTA_Tooltip_ability_ability_survival_arcane_barrage" "Arcane Barrage - Passive"
        "DOTA_Tooltip_ability_ability_survival_arcane_barrage_Description" "Main attacks have a 10% chance to bombard the target area with missiles, each dealing pure area damage based on all attributes."
        "DOTA_Tooltip_ability_ability_survival_blade_nova" "Blade Shockwave - Passive"
        "DOTA_Tooltip_ability_ability_survival_blade_nova_Description" "Main attacks have a 15% chance to fire a pulse in the hero facing direction, dealing pure damage based on all attributes along a 200-wide path within attack range."
        "DOTA_Tooltip_ability_ability_survival_blademaster_agility" "Blademaster Exclusive: Gale Blade Will"
        "DOTA_Tooltip_ability_ability_survival_blademaster_agility_Description" "Increases Agility."
        "DOTA_Tooltip_ability_ability_survival_blademaster_mobility" "Blademaster Exclusive: Windstep"
        "DOTA_Tooltip_ability_ability_survival_blademaster_mobility_Description" "Increases movement speed."
        "DOTA_Tooltip_ability_ability_survival_blademaster_swiftness" "Blademaster Exclusive: Swift Shadow"
        "DOTA_Tooltip_ability_ability_survival_blademaster_swiftness_Description" "Increases attack speed."
        "DOTA_Tooltip_ability_ability_survival_chain_lightning" "Wrathful Thunder - Passive"
        "DOTA_Tooltip_ability_ability_survival_chain_lightning_Description" "Main attacks have a chance to call down lightning on the target and nearby enemies, dealing damage based on all attributes."
        "DOTA_Tooltip_ability_ability_survival_earth_line" "Earthsplitter Impact - Passive"
        "DOTA_Tooltip_ability_ability_survival_earth_line_Description" "Main attacks have a 12% chance to roll a boulder toward the initial target position, dealing pure damage based on all attributes. Higher levels widen the path, stun enemies, and add area damage on the first hit."
        "DOTA_Tooltip_ability_ability_survival_echo_slash" "Echo Slash - Passive"
        "DOTA_Tooltip_ability_ability_survival_echo_slash_Description" "Main attacks have a chance to launch consecutive arc slashes toward the recorded target position, dealing pure damage based on all attributes along a 200-wide path within attack range."
        "DOTA_Tooltip_ability_ability_survival_flame_burst" "Flame Burst - Passive"
        "DOTA_Tooltip_ability_ability_survival_flame_burst_Description" "Main attacks have a 15% chance to detonate the target area, dealing pure area damage based on all attributes and igniting enemies."
        "DOTA_Tooltip_ability_ability_survival_frost_nova" "Moving Ice Orb - Passive"
        "DOTA_Tooltip_ability_ability_survival_frost_nova_Description" "Main attacks have a 12% chance to launch a moving ice orb toward the target, repeatedly dealing pure area damage based on all attributes."
        "DOTA_Tooltip_ability_ability_survival_holy_pulse" "Spirit Bomb - Passive"
        "DOTA_Tooltip_ability_ability_survival_holy_pulse_Description" "Main attacks have a 12% chance to launch a spirit bomb at the nearest enemy within attack range, dealing pure damage based on all attributes. Higher levels add healing, extra targets, and area explosions."
        "DOTA_Tooltip_ability_ability_survival_ice_cone" "Ice Cone - Passive"
        "DOTA_Tooltip_ability_ability_survival_ice_cone_Description" "Main attacks have a 15% chance to summon a blizzard over the target area, dealing pure area damage based on all attributes each second and gaining stronger control effects at higher levels."
        "DOTA_Tooltip_ability_ability_survival_magic_slingshot" "Magic Slingshot - Passive"
        "DOTA_Tooltip_ability_ability_survival_magic_slingshot_Description" "Main attacks have a 10% chance to fire stones at up to 5 nearby enemies within attack range, dealing damage based on all attributes and stunning them. At maximum level, the impacts leave slowing rubble."
        "DOTA_Tooltip_ability_ability_survival_meteor" "Meteor Fall - Passive"
        "DOTA_Tooltip_ability_ability_survival_meteor_Description" "Main attacks have a 12% chance to drop a meteor at the recorded target position, dealing pure area damage based on all attributes. Higher levels leave lava, slow enemies, and call down a second meteor."
        "DOTA_Tooltip_ability_ability_survival_monkey_king_agility" "Monkey King Exclusive: Nimble Ape"
        "DOTA_Tooltip_ability_ability_survival_monkey_king_agility_Description" "Increases Agility."
        "DOTA_Tooltip_ability_ability_survival_monkey_king_fury" "Monkey King Exclusive: Battle Fury"
        "DOTA_Tooltip_ability_ability_survival_monkey_king_fury_Description" "Increases attack damage."
        "DOTA_Tooltip_ability_ability_survival_monkey_king_swiftness" "Monkey King Exclusive: Cloud Step"
        "DOTA_Tooltip_ability_ability_survival_monkey_king_swiftness_Description" "Increases attack speed."
        "DOTA_Tooltip_ability_ability_survival_poison_cloud" "Poison Cloud - Passive"
        "DOTA_Tooltip_ability_ability_survival_poison_cloud_Description" "Main attacks have a chance to create a persistent poison cloud at the target, dealing pure area damage based on all attributes and reducing enemy armor each second."
        "DOTA_Tooltip_ability_ability_survival_void_pulse" "Void Shockwave - Passive"
        "DOTA_Tooltip_ability_ability_survival_void_pulse_Description" "Main attacks have a 15% chance to release a tornado that tracks the target, then follows it while repeatedly dealing real-time pure area damage based on all attributes."
        "DOTA_Tooltip_ability_arcane_supremacy_lv01" "Arcane Supreme Lv1"
        "DOTA_Tooltip_ability_arcane_supremacy_lv01_Description" "Each normal attack adds a Rubick arcane energy strike that deals magical damage equal to 400% of attack damage."
        "DOTA_Tooltip_ability_magic_finger_lv01" "Finger of Death Lv1"
        "DOTA_Tooltip_ability_magic_finger_lv01_Description" "Normal attacks have a 20% chance to trigger the Lion Finger of Death effect and deal magical damage equal to 90% of attack damage."
        "DOTA_Tooltip_ability_magic_finger_lv02" "Finger of Death Lv2"
        "DOTA_Tooltip_ability_magic_finger_lv02_Description" "Normal attacks have a 20% chance to trigger the Lion Finger of Death effect and deal magical damage equal to 90% of attack damage."
        "DOTA_Tooltip_ability_magic_finger_lv03" "Finger of Death Lv3"
        "DOTA_Tooltip_ability_magic_finger_lv03_Description" "Normal attacks have a 20% chance to trigger the Lion Finger of Death effect and deal magical damage equal to 90% of attack damage."
